"Start","End","Team","League","Salary","Player","ID","Season"
"2011","12","Memphis Grizzlies","NBA","$65,446","Brian Skinner","skinnbr01","2011-12"
"1994","95","Denver Nuggets","NBA","$150,000","Reggie Slater","slatere01","1994-95"
"1997","98","Toronto Raptors","NBA","$350,000","Reggie Slater","slatere01","1997-98"
"1998","99","Toronto Raptors","NBA","$400,000","Reggie Slater","slatere01","1998-99"
"2000","01","Minnesota Timberwolves","NBA","$673,500","Reggie Slater","slatere01","2000-01"
"2001","02","Atlanta Hawks","NBA","$523,793","Reggie Slater","slatere01","2001-02"
"2001","02","New Jersey Nets","NBA","$122,218","Reggie Slater","slatere01","2001-02"
"2002","03","Minnesota Timberwolves","NBA","$321,926","Reggie Slater","slatere01","2002-03"
"2002","03","New Jersey Nets","NBA","$349,458","Tamar Slay","slayta01","2002-03"
"2003","04","New Jersey Nets","NBA","$563,679","Tamar Slay","slayta01","2003-04"
"2004","05","Charlotte Bobcats","NBA","$695,046","Tamar Slay","slayta01","2004-05"
"2011","12","Atlanta Hawks","NBA","$122,237","Donald Sloan","sloando01","2011-12"
"2011","12","New Orleans Hornets","NBA","$76,392","Donald Sloan","sloando01","2011-12"
"2012","13","Cleveland Cavaliers","NBA","$251,076","Donald Sloan","sloando01","2012-13"
"2012","13","New Orleans Hornets","NBA","$44,835","Donald Sloan","sloando01","2012-13"
"2013","14","Indiana Pacers","NBA","$884,293","Donald Sloan","sloando01","2013-14"
"2014","15","Indiana Pacers","NBA","$948,163","Donald Sloan","sloando01","2014-15"
"2015","16","Brooklyn Nets","NBA","$1,015,421","Donald Sloan","sloando01","2015-16"
"2006","07","Toronto Raptors","NBA","$412,718","Uroš Slokar","slokaur01","2006-07"
"2019","20","Golden State Warriors","NBA","$898,310","Alen Smailagic","smailal01","2019-20"
"2014","15","Boston Celtics","NBA","$3,283,320","Marcus Smart","smartma01","2014-15"
"2015","16","Boston Celtics","NBA","$3,431,040","Marcus Smart","smartma01","2015-16"
"2016","17","Boston Celtics","NBA","$3,578,880","Marcus Smart","smartma01","2016-17"
"2017","18","Boston Celtics","NBA","$4,538,020","Marcus Smart","smartma01","2017-18"
"2018","19","Boston Celtics","NBA","$11,660,716","Marcus Smart","smartma01","2018-19"
"2019","20","Boston Celtics","NBA","$12,553,471","Marcus Smart","smartma01","2019-20"
"1988","89","Los Angeles Clippers","NBA","$1,000,000","Charles Smith","smithch01","1988-89"
"1990","91","Los Angeles Clippers","NBA","$1,000,000","Charles Smith","smithch01","1990-91"
"1991","92","Los Angeles Clippers","NBA","$1,050,000","Charles Smith","smithch01","1991-92"
"1992","93","New York Knicks","NBA","$1,250,000","Charles Smith","smithch01","1992-93"
"1993","94","New York Knicks","NBA","$2,557,000","Charles Smith","smithch01","1993-94"
"1994","95","New York Knicks","NBA","$2,857,000","Charles Smith","smithch01","1994-95"
"1995","96","New York Knicks","NBA","$3,357,000","Charles Smith","smithch01","1995-96"
"1996","97","San Antonio Spurs","NBA","$3,557,000","Charles Smith","smithch01","1996-97"
"1997","98","San Antonio Spurs","NBA","$3,957,143","Charles Smith","smithch01","1997-98"
"1998","99","San Antonio Spurs","NBA","$4,375,143","Charles Smith","smithch01","1998-99"
"1995","96","Minnesota Timberwolves","NBA","$225,000","Charles Smith","smithch02","1995-96"
"1997","98","Miami Heat","NBA","$619,200","Charles Smith","smithch04","1997-98"
"1998","99","Los Angeles Clippers","NBA","$677,080","Charles Smith","smithch04","1998-99"
"1999","00","Los Angeles Clippers","NBA","$779,960","Charles Smith","smithch04","1999-00"
"2001","02","San Antonio Spurs","NBA","$540,850","Charles Smith","smithch04","2001-02"
"2002","03","Portland Trail Blazers","NBA","$637,435","Charles Smith","smithch04","2002-03"
"2005","06","Portland Trail Blazers","NBA","$771,123","Charles Smith","smithch04","2005-06"
"1992","93","Minnesota Timberwolves","NBA","$200,000","Chris Smith","smithch03","1992-93"
"1993","94","Minnesota Timberwolves","NBA","$270,000","Chris Smith","smithch03","1993-94"
"1994","95","Minnesota Timberwolves","NBA","$355,000","Chris Smith","smithch03","1994-95"
"2006","07","Minnesota Timberwolves","NBA","$412,718","Craig Smith","smithcr01","2006-07"
"2007","08","Minnesota Timberwolves","NBA","$687,456","Craig Smith","smithcr01","2007-08"
"2008","09","Minnesota Timberwolves","NBA","$2,500,000","Craig Smith","smithcr01","2008-09"
"2009","10","Los Angeles Clippers","NBA","$2,500,000","Craig Smith","smithcr01","2009-10"
"2010","11","Los Angeles Clippers","NBA","$2,300,000","Craig Smith","smithcr01","2010-11"
"2011","12","Portland Trail Blazers","NBA","$992,680","Craig Smith","smithcr01","2011-12"
"2017","18","Dallas Mavericks","NBA","$3,218,280","Dennis Smith","smithde03","2017-18"
"2018","19","New York Knicks","NBA","$3,819,960","Dennis Smith","smithde03","2018-19"
"2019","20","New York Knicks","NBA","$4,463,640","Dennis Smith","smithde03","2019-20"
"1984","85","Los Angeles Clippers","NBA","$400,000","Derek Smith","smithde02","1984-85"
"1985","86","Los Angeles Clippers","NBA","$375,000","Derek Smith","smithde02","1985-86"
"1987","88","Sacramento Kings","NBA","$900,000","Derek Smith","smithde02","1987-88"
"1988","89","Sacramento Kings","NBA","$925,000","Derek Smith","smithde02","1988-89"
"1990","91","Boston Celtics","NBA","$315,000","Derek Smith","smithde02","1990-91"
"2004","05","Atlanta Hawks","NBA","$425,000","Donta Smith","smithdo04","2004-05"
"2005","06","Atlanta Hawks","NBA","$641,748","Donta Smith","smithdo04","2005-06"
"1991","92","Dallas Mavericks","NBA","$1,500,000","Doug Smith","smithdo03","1991-92"
"1992","93","Dallas Mavericks","NBA","$1,845,000","Doug Smith","smithdo03","1992-93"
"1993","94","Dallas Mavericks","NBA","$1,650,000","Doug Smith","smithdo03","1993-94"
"1994","95","Dallas Mavericks","NBA","$1,950,000","Doug Smith","smithdo03","1994-95"
"1995","96","Boston Celtics","NBA","$450,000","Doug Smith","smithdo03","1995-96"
"2011","12","Houston Rockets","NBA","$301,733","Greg Smith","smithgr02","2011-12"
"2012","13","Houston Rockets","NBA","$762,195","Greg Smith","smithgr02","2012-13"
"2013","14","Houston Rockets","NBA","$884,293","Greg Smith","smithgr02","2013-14"
"2014","15","Dallas Mavericks","NBA","$948,163","Greg Smith","smithgr02","2014-15"
"2015","16","Minnesota Timberwolves","NBA","$247,623","Greg Smith","smithgr02","2015-16"
"2010","11","Memphis Grizzlies","NBA","$473,604","Ish Smith","smithis01","2010-11"
"2011","12","Orlando Magic","NBA","$522,486","Ish Smith","smithis01","2011-12"
"2011","12","Golden State Warriors","NBA","$116,768","Ish Smith","smithis01","2011-12"
"2012","13","Milwaukee Bucks","NBA","$854,389","Ish Smith","smithis01","2012-13"
"2013","14","Milwaukee Bucks","NBA","$951,463","Ish Smith","smithis01","2013-14"
"2014","15","Houston Rockets","NBA","$981,084","Ish Smith","smithis01","2014-15"
"2014","15","Philadelphia 76ers","NBA","$981,084","Ish Smith","smithis01","2014-15"
"2015","16","Philadelphia 76ers","NBA","$1,100,602","Ish Smith","smithis01","2015-16"
"2016","17","Detroit Pistons","NBA","$6,000,000","Ish Smith","smithis01","2016-17"
"2017","18","Detroit Pistons","NBA","$6,000,000","Ish Smith","smithis01","2017-18"
"2018","19","Detroit Pistons","NBA","$6,000,000","Ish Smith","smithis01","2018-19"
"2019","20","Washington Wizards","NBA","$6,000,000","Ish Smith","smithis01","2019-20"
"2004","05","New Orleans Hornets","NBA","$1,206,600","J.R. Smith","smithjr01","2004-05"
"2005","06","New Orleans/Oklahoma City Hornets","NBA","$1,297,080","J.R. Smith","smithjr01","2005-06"
"2006","07","Denver Nuggets","NBA","$1,387,560","J.R. Smith","smithjr01","2006-07"
"2007","08","Denver Nuggets","NBA","$2,134,067","J.R. Smith","smithjr01","2007-08"
"2008","09","Denver Nuggets","NBA","$4,985,001","J.R. Smith","smithjr01","2008-09"
"2009","10","Denver Nuggets","NBA","$5,508,426","J.R. Smith","smithjr01","2009-10"
"2010","11","Denver Nuggets","NBA","$6,757,851","J.R. Smith","smithjr01","2010-11"
"2011","12","New York Knicks","NBA","$2,382,353","J.R. Smith","smithjr01","2011-12"
"2012","13","New York Knicks","NBA","$2,806,452","J.R. Smith","smithjr01","2012-13"
"2013","14","New York Knicks","NBA","$5,565,000","J.R. Smith","smithjr01","2013-14"
"2014","15","Cleveland Cavaliers","NBA","$6,516,000","J.R. Smith","smithjr01","2014-15"
"2015","16","Cleveland Cavaliers","NBA","$5,000,000","J.R. Smith","smithjr01","2015-16"
"2016","17","Cleveland Cavaliers","NBA","$12,800,000","J.R. Smith","smithjr01","2016-17"
"2017","18","Cleveland Cavaliers","NBA","$13,760,000","J.R. Smith","smithjr01","2017-18"
"2018","19","Cleveland Cavaliers","NBA","$14,720,000","J.R. Smith","smithjr01","2018-19"
"2019","20","Cleveland Cavaliers","NBA","$1,456,667","J.R. Smith","smithjr01","2019-20"
"2019","20","Los Angeles Lakers","NBA","$289,803","J.R. Smith","smithjr01","2019-20"
"2000","01","Sacramento Kings","NBA","$316,969","Jabari Smith","smithja01","2000-01"
"2001","02","Sacramento Kings","NBA","$465,850","Jabari Smith","smithja01","2001-02"
"2003","04","Sacramento Kings","NBA","$638,679","Jabari Smith","smithja01","2003-04"
"2004","05","New Jersey Nets","NBA","$720,046","Jabari Smith","smithja01","2004-05"
"2007","08","Philadelphia 76ers","NBA","$1,233,840","Jason Smith","smithja02","2007-08"
"2008","09","Philadelphia 76ers","NBA","$1,326,360","Jason Smith","smithja02","2008-09"
"2009","10","Philadelphia 76ers","NBA","$1,418,880","Jason Smith","smithja02","2009-10"
"2010","11","New Orleans Hornets","NBA","$2,187,913","Jason Smith","smithja02","2010-11"
"2011","12","New Orleans Hornets","NBA","$2,500,000","Jason Smith","smithja02","2011-12"
"2012","13","New Orleans Hornets","NBA","$2,500,000","Jason Smith","smithja02","2012-13"
"2013","14","New Orleans Pelicans","NBA","$2,500,000","Jason Smith","smithja02","2013-14"
"2014","15","New York Knicks","NBA","$3,278,000","Jason Smith","smithja02","2014-15"
"2015","16","Orlando Magic","NBA","$4,300,000","Jason Smith","smithja02","2015-16"
"2016","17","Washington Wizards","NBA","$5,000,000","Jason Smith","smithja02","2016-17"
"2017","18","Washington Wizards","NBA","$5,225,000","Jason Smith","smithja02","2017-18"
"2018","19","New Orleans Pelicans","NBA","$5,450,000","Jason Smith","smithja02","2018-19"
"1995","96","Golden State Warriors","NBA","$2,473,000","Joe Smith","smithjo02","1995-96"
"1996","97","Golden State Warriors","NBA","$2,794,000","Joe Smith","smithjo02","1996-97"
"1997","98","Golden State Warriors","NBA","$3,165,160","Joe Smith","smithjo02","1997-98"
"1998","99","Minnesota Timberwolves","NBA","$1,750,000","Joe Smith","smithjo02","1998-99"
"1999","00","Minnesota Timberwolves","NBA","$2,100,000","Joe Smith","smithjo02","1999-00"
"2000","01","Detroit Pistons","NBA","$2,250,000","Joe Smith","smithjo02","2000-01"
"2001","02","Minnesota Timberwolves","NBA","$4,538,000","Joe Smith","smithjo02","2001-02"
"2002","03","Minnesota Timberwolves","NBA","$4,991,800","Joe Smith","smithjo02","2002-03"
"2003","04","Milwaukee Bucks","NBA","$5,445,600","Joe Smith","smithjo02","2003-04"
"2004","05","Milwaukee Bucks","NBA","$5,899,400","Joe Smith","smithjo02","2004-05"
"2005","06","Milwaukee Bucks","NBA","$6,353,200","Joe Smith","smithjo02","2005-06"
"2006","07","Philadelphia 76ers","NBA","$6,807,000","Joe Smith","smithjo02","2006-07"
"2007","08","Cleveland Cavaliers","NBA","$5,200,000","Joe Smith","smithjo02","2007-08"
"2008","09","Oklahoma City Thunder","NBA","$4,795,000","Joe Smith","smithjo02","2008-09"
"2009","10","Atlanta Hawks","NBA","$1,306,455","Joe Smith","smithjo02","2009-10"
"2010","11","Los Angeles Lakers","NBA","$1,352,181","Joe Smith","smithjo02","2010-11"
"2004","05","Atlanta Hawks","NBA","$1,270,080","Josh Smith","smithjo03","2004-05"
"2005","06","Atlanta Hawks","NBA","$1,365,360","Josh Smith","smithjo03","2005-06"
"2006","07","Atlanta Hawks","NBA","$1,460,640","Josh Smith","smithjo03","2006-07"
"2007","08","Atlanta Hawks","NBA","$2,243,543","Josh Smith","smithjo03","2007-08"
"2008","09","Atlanta Hawks","NBA","$10,000,000","Josh Smith","smithjo03","2008-09"
"2009","10","Atlanta Hawks","NBA","$10,800,000","Josh Smith","smithjo03","2009-10"
"2010","11","Atlanta Hawks","NBA","$11,600,000","Josh Smith","smithjo03","2010-11"
"2011","12","Atlanta Hawks","NBA","$12,400,000","Josh Smith","smithjo03","2011-12"
"2012","13","Atlanta Hawks","NBA","$13,200,000","Josh Smith","smithjo03","2012-13"
"2013","14","Detroit Pistons","NBA","$13,500,000","Josh Smith","smithjo03","2013-14"
"2014","15","Detroit Pistons","NBA","$14,000,000","Josh Smith","smithjo03","2014-15"
"2014","15","Houston Rockets","NBA","$2,077,000","Josh Smith","smithjo03","2014-15"
"2015","16","Detroit Pistons","NBA","$5,400,000","Josh Smith","smithjo03","2015-16"
"2015","16","Houston Rockets","NBA","$1,499,000","Josh Smith","smithjo03","2015-16"
"2016","17","Detroit Pistons","NBA","$5,400,000","Josh Smith","smithjo03","2016-17"
"2017","18","Detroit Pistons","NBA","$5,331,729","Josh Smith","smithjo03","2017-18"
"2017","18","New Orleans Pelicans","NBA","$210,500","Josh Smith","smithjo03","2017-18"
"2018","19","Detroit Pistons","NBA","$5,331,729","Josh Smith","smithjo03","2018-19"
"2019","20","Detroit Pistons","NBA","$5,331,729","Josh Smith","smithjo03","2019-20"
"1987","88","Sacramento Kings","NBA","$600,000","Kenny Smith","smithke01","1987-88"
"1988","89","Sacramento Kings","NBA","$600,000","Kenny Smith","smithke01","1988-89"
"1990","91","Houston Rockets","NBA","$700,000","Kenny Smith","smithke01","1990-91"
"1991","92","Houston Rockets","NBA","$1,633,000","Kenny Smith","smithke01","1991-92"
"1992","93","Houston Rockets","NBA","$1,983,000","Kenny Smith","smithke01","1992-93"
"1993","94","Houston Rockets","NBA","$2,150,000","Kenny Smith","smithke01","1993-94"
"1994","95","Houston Rockets","NBA","$2,633,000","Kenny Smith","smithke01","1994-95"
"1995","96","Houston Rockets","NBA","$2,683,000","Kenny Smith","smithke01","1995-96"
"1996","97","Orlando Magic","NBA","$190,100","Kenny Smith","smithke01","1996-97"
"1991","92","Washington Bullets","NBA","$620,000","LaBradford Smith","smithla02","1991-92"
"1992","93","Washington Bullets","NBA","$760,000","LaBradford Smith","smithla02","1992-93"
"1993","94","Washington Bullets","NBA","$940,000","LaBradford Smith","smithla02","1993-94"
"1984","85","Golden State Warriors","NBA","$300,000","Larry Smith","smithla01","1984-85"
"1985","86","Golden State Warriors","NBA","$525,000","Larry Smith","smithla01","1985-86"
"1987","88","Golden State Warriors","NBA","$600,000","Larry Smith","smithla01","1987-88"
"1988","89","Golden State Warriors","NBA","$625,000","Larry Smith","smithla01","1988-89"
"1990","91","Houston Rockets","NBA","$800,000","Larry Smith","smithla01","1990-91"
"1991","92","Houston Rockets","NBA","$997,000","Larry Smith","smithla01","1991-92"
"1992","93","San Antonio Spurs","NBA","$500,000","Larry Smith","smithla01","1992-93"
"1999","00","Dallas Mavericks","NBA","$449,920","Leon Smith","smithle01","1999-00"
"2000","01","Dallas Mavericks","NBA","$483,680","Leon Smith","smithle01","2000-01"
"2001","02","Dallas Mavericks","NBA","$517,360","Leon Smith","smithle01","2001-02"
"1990","91","Boston Celtics","NBA","$525,000","Michael Smith","smithmi01","1990-91"
"1991","92","Boston Celtics","NBA","$625,000","Michael Smith","smithmi01","1991-92"
"1992","93","Boston Celtics","NBA","$650,000","Michael Smith","smithmi01","1992-93"
"1994","95","Sacramento Kings","NBA","$150,000","Michael Smith","smithmi02","1994-95"
"1995","96","Sacramento Kings","NBA","$1,340,000","Michael Smith","smithmi02","1995-96"
"1996","97","Sacramento Kings","NBA","$1,570,000","Michael Smith","smithmi02","1996-97"
"1997","98","Sacramento Kings","NBA","$1,920,000","Michael Smith","smithmi02","1997-98"
"1998","99","Vancouver Grizzlies","NBA","$2,180,000","Michael Smith","smithmi02","1998-99"
"1999","00","Washington Wizards","NBA","$2,000,000","Michael Smith","smithmi02","1999-00"
"1999","00","Orlando Magic","NBA","$1,660,000","Michael Smith","smithmi02","1999-00"
"2000","01","Washington Wizards","NBA","$2,200,000","Michael Smith","smithmi02","2000-01"
"2001","02","Washington Wizards","NBA","$2,400,000","Michael Smith","smithmi02","2001-02"
"2000","01","Washington Wizards","NBA","$316,969","Mike Smith","smithmi03","2000-01"
"2011","12","Portland Trail Blazers","NBA","$1,306,920","Nolan Smith","smithno01","2011-12"
"2012","13","Portland Trail Blazers","NBA","$1,404,960","Nolan Smith","smithno01","2012-13"
"1987","88","Golden State Warriors","NBA","$95,000","Otis Smith","smithot01","1987-88"
"1988","89","Golden State Warriors","NBA","$225,000","Otis Smith","smithot01","1988-89"
"1990","91","Orlando Magic","NBA","$450,000","Otis Smith","smithot01","1990-91"
"1991","92","Orlando Magic","NBA","$525,000","Otis Smith","smithot01","1991-92"
"1992","93","Portland Trail Blazers","NBA","$275,000","Reggie Smith","smithre01","1992-93"
"1993","94","Portland Trail Blazers","NBA","$358,000","Reggie Smith","smithre01","1993-94"
"2014","15","Memphis Grizzlies","NBA","$816,482","Russ Smith","smithru01","2014-15"
"2015","16","Memphis Grizzlies","NBA","$816,482","Russ Smith","smithru01","2015-16"
"1991","92","Miami Heat","NBA","$2,250,000","Steve Smith","smithst01","1991-92"
"1992","93","Miami Heat","NBA","$2,252,000","Steve Smith","smithst01","1992-93"
"1993","94","Miami Heat","NBA","$2,252,000","Steve Smith","smithst01","1993-94"
"1994","95","Atlanta Hawks","NBA","$1,935,900","Steve Smith","smithst01","1994-95"
"1995","96","Atlanta Hawks","NBA","$2,568,000","Steve Smith","smithst01","1995-96"
"1996","97","Atlanta Hawks","NBA","$4,500,000","Steve Smith","smithst01","1996-97"
"1997","98","Atlanta Hawks","NBA","$5,400,000","Steve Smith","smithst01","1997-98"
"1998","99","Atlanta Hawks","NBA","$6,300,000","Steve Smith","smithst01","1998-99"
"1999","00","Portland Trail Blazers","NBA","$7,200,000","Steve Smith","smithst01","1999-00"
"2000","01","Portland Trail Blazers","NBA","$8,100,000","Steve Smith","smithst01","2000-01"
"2001","02","San Antonio Spurs","NBA","$9,000,000","Steve Smith","smithst01","2001-02"
"2002","03","San Antonio Spurs","NBA","$9,900,000","Steve Smith","smithst01","2002-03"
"2003","04","New Orleans Hornets","NBA","$1,070,000","Steve Smith","smithst01","2003-04"
"2004","05","Charlotte Bobcats","NBA","$1,100,000","Steve Smith","smithst01","2004-05"
"2006","07","Philadelphia 76ers","NBA","$161,061","Steven Smith","smithst03","2006-07"
"2003","04","Memphis Grizzlies","NBA","$366,931","Theron Smith","smithth01","2003-04"
"2004","05","Charlotte Bobcats","NBA","$620,046","Theron Smith","smithth01","2004-05"
"1990","91","Los Angeles Lakers","NBA","$120,000","Tony Smith","smithto02","1990-91"
"1991","92","Los Angeles Lakers","NBA","$400,000","Tony Smith","smithto02","1991-92"
"1992","93","Los Angeles Lakers","NBA","$450,000","Tony Smith","smithto02","1992-93"
"1993","94","Los Angeles Lakers","NBA","$800,000","Tony Smith","smithto02","1993-94"
"1994","95","Los Angeles Lakers","NBA","$1,050,000","Tony Smith","smithto02","1994-95"
"1995","96","Phoenix Suns","NBA","$500,000","Tony Smith","smithto02","1995-96"
"1996","97","Charlotte Hornets","NBA","$247,500","Tony Smith","smithto02","1996-97"
"2018","19","Philadelphia 76ers","NBA","$2,611,800","Zhaire Smith","smithzh01","2018-19"
"2019","20","Philadelphia 76ers","NBA","$3,058,800","Zhaire Smith","smithzh01","2019-20"
"1988","89","Indiana Pacers","NBA","$800,000","Rik Smits","smitsri01","1988-89"
"1990","91","Indiana Pacers","NBA","$1,350,000","Rik Smits","smitsri01","1990-91"
"1991","92","Indiana Pacers","NBA","$1,350,000","Rik Smits","smitsri01","1991-92"
"1992","93","Indiana Pacers","NBA","$2,000,000","Rik Smits","smitsri01","1992-93"
"1993","94","Indiana Pacers","NBA","$2,500,000","Rik Smits","smitsri01","1993-94"
"1994","95","Indiana Pacers","NBA","$3,250,000","Rik Smits","smitsri01","1994-95"
"1995","96","Indiana Pacers","NBA","$3,750,000","Rik Smits","smitsri01","1995-96"
"1996","97","Indiana Pacers","NBA","$4,000,000","Rik Smits","smitsri01","1996-97"
"1997","98","Indiana Pacers","NBA","$4,000,000","Rik Smits","smitsri01","1997-98"
"1998","99","Indiana Pacers","NBA","$8,500,000","Rik Smits","smitsri01","1998-99"
"1999","00","Indiana Pacers","NBA","$12,250,000","Rik Smits","smitsri01","1999-00"
"1985","86","Chicago Bulls","NBA","$135,000","Mike Smrek","smrekmi01","1985-86"
"1987","88","Los Angeles Lakers","NBA","$200,000","Mike Smrek","smrekmi01","1987-88"
"1988","89","San Antonio Spurs","NBA","$175,000","Mike Smrek","smrekmi01","1988-89"
"1990","91","Los Angeles Clippers","NBA","$325,000","Mike Smrek","smrekmi01","1990-91"
"2013","14","Chicago Bulls","NBA","$1,409,040","Tony Snell","snellto01","2013-14"
"2014","15","Chicago Bulls","NBA","$1,472,400","Tony Snell","snellto01","2014-15"
"2015","16","Chicago Bulls","NBA","$1,535,880","Tony Snell","snellto01","2015-16"
"2016","17","Milwaukee Bucks","NBA","$2,368,327","Tony Snell","snellto01","2016-17"
"2017","18","Milwaukee Bucks","NBA","$9,821,429","Tony Snell","snellto01","2017-18"
"2018","19","Milwaukee Bucks","NBA","$10,607,143","Tony Snell","snellto01","2018-19"
"2019","20","Detroit Pistons","NBA","$11,392,857","Tony Snell","snellto01","2019-20"
"1995","96","Seattle SuperSonics","NBA","$200,000","Eric Snow","snower01","1995-96"
"1996","97","Seattle SuperSonics","NBA","$247,500","Eric Snow","snower01","1996-97"
"1997","98","Seattle SuperSonics","NBA","$706,300","Eric Snow","snower01","1997-98"
"1998","99","Philadelphia 76ers","NBA","$846,300","Eric Snow","snower01","1998-99"
"1999","00","Philadelphia 76ers","NBA","$3,000,000","Eric Snow","snower01","1999-00"
"2000","01","Philadelphia 76ers","NBA","$3,380,000","Eric Snow","snower01","2000-01"
"2001","02","Philadelphia 76ers","NBA","$3,750,000","Eric Snow","snower01","2001-02"
"2002","03","Philadelphia 76ers","NBA","$4,125,000","Eric Snow","snower01","2002-03"
"2003","04","Philadelphia 76ers","NBA","$4,500,000","Eric Snow","snower01","2003-04"
"2004","05","Cleveland Cavaliers","NBA","$4,875,000","Eric Snow","snower01","2004-05"
"2005","06","Cleveland Cavaliers","NBA","$5,484,375","Eric Snow","snower01","2005-06"
"2006","07","Cleveland Cavaliers","NBA","$6,093,750","Eric Snow","snower01","2006-07"
"2007","08","Cleveland Cavaliers","NBA","$6,703,125","Eric Snow","snower01","2007-08"
"2008","09","Cleveland Cavaliers","NBA","$7,312,500","Eric Snow","snower01","2008-09"
"2004","05","Utah Jazz","NBA","$1,336,920","Kirk Snyder","snydeki01","2004-05"
"2005","06","New Orleans/Oklahoma City Hornets","NBA","$1,437,240","Kirk Snyder","snydeki01","2005-06"
"2006","07","Houston Rockets","NBA","$1,537,440","Kirk Snyder","snydeki01","2006-07"
"2007","08","Minnesota Timberwolves","NBA","$2,358,433","Kirk Snyder","snydeki01","2007-08"
"1984","85","Seattle SuperSonics","NBA","$277,000","Ricky Sobers","soberri01","1984-85"
"1985","86","Seattle SuperSonics","NBA","$425,000","Ricky Sobers","soberri01","1985-86"
"2001","02","Memphis Grizzlies","NBA","$332,817","Will Solomon","solomwi01","2001-02"
"2008","09","Sacramento Kings","NBA","$711,517","Will Solomon","solomwi01","2008-09"
"2003","04","Sacramento Kings","NBA","$366,931","Darius Songaila","songada01","2003-04"
"2004","05","Sacramento Kings","NBA","$1,600,000","Darius Songaila","songada01","2004-05"
"2005","06","Chicago Bulls","NBA","$2,200,000","Darius Songaila","songada01","2005-06"
"2006","07","Washington Wizards","NBA","$3,650,000","Darius Songaila","songada01","2006-07"
"2007","08","Washington Wizards","NBA","$3,942,000","Darius Songaila","songada01","2007-08"
"2008","09","Washington Wizards","NBA","$4,235,000","Darius Songaila","songada01","2008-09"
"2009","10","New Orleans Hornets","NBA","$4,526,000","Darius Songaila","songada01","2009-10"
"2010","11","Philadelphia 76ers","NBA","$4,818,000","Darius Songaila","songada01","2010-11"
"2004","05","Toronto Raptors","NBA","$385,277","Pape Sow","sowpa01","2004-05"
"2005","06","Toronto Raptors","NBA","$641,748","Pape Sow","sowpa01","2005-06"
"2006","07","Toronto Raptors","NBA","$744,551","Pape Sow","sowpa01","2006-07"
"2018","19","Dallas Mavericks","NBA","$838,464","Ray Spalding","spaldra01","2018-19"
"2018","19","Phoenix Suns","NBA","$232,117","Ray Spalding","spaldra01","2018-19"
"2019","20","Charlotte Hornets","NBA","< $Minimum","Ray Spalding","spaldra01","2019-20"
"2006","07","Houston Rockets","NBA","$1,800,000","Vassilis Spanoulis","spanova01","2006-07"
"2007","08","San Antonio Spurs","NBA","$1,944,000","Vassilis Spanoulis","spanova01","2007-08"
"1984","85","New York Knicks","NBA","$500,000","Rory Sparrow","sparrro01","1984-85"
"1985","86","New York Knicks","NBA","$500,000","Rory Sparrow","sparrro01","1985-86"
"1986","87","New York Knicks","NBA","$500,000","Rory Sparrow","sparrro01","1986-87"
"1987","88","Chicago Bulls","NBA","$325,000","Rory Sparrow","sparrro01","1987-88"
"1988","89","Miami Heat","NBA","$275,000","Rory Sparrow","sparrro01","1988-89"
"1990","91","Sacramento Kings","NBA","$300,000","Rory Sparrow","sparrro01","1990-91"
"1991","92","Chicago Bulls","NBA","$126,000","Rory Sparrow","sparrro01","1991-92"
"1992","93","Los Angeles Lakers","NBA","$140,000","Rory Sparrow","sparrro01","1992-93"
"2008","09","Philadelphia 76ers","NBA","$1,542,600","Marreese Speights","speigma01","2008-09"
"2009","10","Philadelphia 76ers","NBA","$1,658,280","Marreese Speights","speigma01","2009-10"
"2010","11","Philadelphia 76ers","NBA","$1,773,960","Marreese Speights","speigma01","2010-11"
"2011","12","Memphis Grizzlies","NBA","$2,721,255","Marreese Speights","speigma01","2011-12"
"2012","13","Cleveland Cavaliers","NBA","$4,200,000","Marreese Speights","speigma01","2012-13"
"2013","14","Golden State Warriors","NBA","$3,500,000","Marreese Speights","speigma01","2013-14"
"2014","15","Golden State Warriors","NBA","$3,657,500","Marreese Speights","speigma01","2014-15"
"2015","16","Golden State Warriors","NBA","$3,815,000","Marreese Speights","speigma01","2015-16"
"2016","17","Los Angeles Clippers","NBA","$1,403,611","Marreese Speights","speigma01","2016-17"
"2017","18","Orlando Magic","NBA","$1,471,382","Marreese Speights","speigma01","2017-18"
"2018","19","Atlanta Hawks","NBA","$1,620,480","Omari Spellman","spellom01","2018-19"
"2019","20","Minnesota Timberwolves","NBA","$1,897,800","Omari Spellman","spellom01","2019-20"
"1993","94","Golden State Warriors","NBA","$250,000","Andre Spencer","spencan01","1993-94"
"1992","93","Los Angeles Clippers","NBA","$438,000","Elmore Spencer","spencel01","1992-93"
"1993","94","Los Angeles Clippers","NBA","$569,000","Elmore Spencer","spencel01","1993-94"
"1994","95","Los Angeles Clippers","NBA","$700,000","Elmore Spencer","spencel01","1994-95"
"1997","98","Denver Nuggets","NBA","$2,050,000","Elmore Spencer","spencel01","1997-98"
"1990","91","Minnesota Timberwolves","NBA","$1,070,000","Felton Spencer","spencfe01","1990-91"
"1991","92","Minnesota Timberwolves","NBA","$1,340,000","Felton Spencer","spencfe01","1991-92"
"1992","93","Minnesota Timberwolves","NBA","$1,610,000","Felton Spencer","spencfe01","1992-93"
