"Start","End","Age","Team","League","Position","G","MP","PER","True_Shooting_Percentage","three_point_attempt_rate","Free_throw_rate","Offensive_rebound_percentage","Defensive_rebound_percentage","Total_rebound_percentage","Assistant_percentage","Steal_percentage","Block_percentage","Turnover_percentage","UsaGE_percentage","Offensive_win_shares","Defensive_win_shares","win_shares","win_shares_per_48_minutes","Offensive_box_plus_minus","Defensive_box_plus_minus","Box_plus_minus","Value_over_replacement_player","Player","ID","Season"
"2015","16",30,"NYK","NBA","SG",71,2371,10.9,0.531,0.298,0.164,1.1,11,6.1,9.9,0.5,0.3,8.7,17.9,1.8,0.9,2.7,0.055,-1.3,-1.6,-2.9,-0.5,"Arron Afflalo","afflaar01","2015-16"
"2016","17",31,"SAC","NBA","SG",61,1580,8.9,0.559,0.36,0.221,0.7,8.4,4.6,7.4,0.7,0.3,8.4,14.4,1.2,0.2,1.4,0.043,-2.1,-1.5,-3.6,-0.7,"Arron Afflalo","afflaar01","2016-17"
"2017","18",32,"ORL","NBA","SG",53,682,5.8,0.516,0.432,0.16,0.6,10.1,5.3,6.2,0.3,1.1,10.8,12.5,-0.1,0.2,0.1,0.009,-3.8,-1.5,-5.4,-0.6,"Arron Afflalo","afflaar01","2017-18"
"2006","07",22,"DAL","NBA","SG",32,214,2.9,0.408,0.214,0.471,0.6,11,5.9,5,1,1.1,15.1,21.7,-0.5,0.2,-0.3,-0.06,-7.4,-1.3,-8.7,-0.4,"Maurice Ager","agerma01","2006-07"
"2007","08",23,"TOT","NBA","SG",26,165,1.8,0.363,0.292,0.185,2.8,6.3,4.6,8,0,0.4,7.9,21.3,-0.4,0,-0.4,-0.114,-6.8,-4.2,-11.1,-0.4,"Maurice Ager","agerma01","2007-08"
"2008","09",24,"NJN","NBA","SG",20,97,2.2,0.365,0.14,0.186,3.6,8.7,6.1,5.3,0.6,1.7,7.9,24.4,-0.3,0,-0.3,-0.133,-7.9,-2.8,-10.7,-0.2,"Maurice Ager","agerma01","2008-09"
"1984","85",25,"DAL","NBA","SF",80,2699,21.3,0.563,0.054,0.37,7.8,12.5,10.1,15.3,1.1,0.5,12.2,32.2,5.3,1.9,7.2,0.128,3.5,-1.7,1.8,2.6,"Mark Aguirre","aguirma01","1984-85"
"1985","86",26,"DAL","NBA","SF",74,2501,19.2,0.547,0.042,0.34,7.9,11.6,9.8,20.9,1.2,0.3,14.2,29,3.7,0.9,4.7,0.09,2.3,-2.1,0.3,1.4,"Mark Aguirre","aguirma01","1985-86"
"1986","87",27,"DAL","NBA","SF",80,2663,22.1,0.56,0.094,0.35,7.5,9.8,8.7,15.7,1.5,0.6,10.6,31.3,6.8,2.1,8.9,0.16,4.1,-1.1,3.1,3.4,"Mark Aguirre","aguirma01","1986-87"
"1987","88",28,"DAL","NBA","SF",77,2610,21.9,0.539,0.109,0.321,7.7,10.3,9,18.4,1.3,1.3,10.2,31.6,6.5,2.3,8.8,0.163,4.6,-0.8,3.8,3.9,"Mark Aguirre","aguirma01","1987-88"
"1988","89",29,"TOT","NBA","SF",80,2597,16.4,0.524,0.137,0.309,6.4,10,8.3,17.9,0.9,0.8,12.6,27.4,2.4,2.1,4.5,0.082,1.4,-1.3,0.1,1.4,"Mark Aguirre","aguirma01","1988-89"
"1988","89",29,"DAL","NBA","SF",44,1529,17.3,0.509,0.119,0.294,6.6,10.3,8.5,21.5,0.9,1.1,13,30.5,0.7,1,1.7,0.052,1.5,-1.9,-0.4,0.6,"Mark Aguirre","aguirma01","1988-89"
"1988","89",29,"DET","NBA","SF",36,1068,15.1,0.551,0.17,0.338,6.2,9.6,8,12.7,0.8,0.4,11.8,23,1.7,1.1,2.8,0.126,1.2,-0.3,0.9,0.8,"Mark Aguirre","aguirma01","1988-89"
"1989","90",30,"DET","NBA","SF",78,2005,15.8,0.544,0.104,0.283,6.7,10.6,8.7,11.6,0.9,0.6,10.7,24.3,3.1,2.5,5.7,0.136,1,0,1,1.5,"Mark Aguirre","aguirma01","1989-90"
"1990","91",31,"DET","NBA","SF",78,2006,16.7,0.526,0.086,0.349,7.6,13.7,10.7,11.6,1.2,0.6,10.9,25.7,2.8,2.7,5.5,0.132,1.2,0.2,1.4,1.7,"Mark Aguirre","aguirma01","1990-91"
"1991","92",32,"DET","NBA","SF",75,1582,13.7,0.479,0.09,0.292,4.8,12,8.4,13.4,1.7,0.4,10.6,27.6,0.1,2,2.2,0.066,-1.7,0.1,-1.6,0.1,"Mark Aguirre","aguirma01","1991-92"
"1992","93",33,"DET","NBA","SF",51,1056,13.7,0.525,0.197,0.306,4.3,12,8,15.3,0.8,0.4,12.4,22.2,1.1,0.7,1.8,0.082,0.3,-0.5,-0.2,0.5,"Mark Aguirre","aguirma01","1992-93"
"1993","94",34,"LAC","NBA","SF",39,859,13.1,0.544,0.267,0.207,3.5,10.8,7.2,18.5,1.2,0.6,15.6,21.6,0.6,0.3,0.9,0.05,-0.5,-1.4,-1.8,0,"Mark Aguirre","aguirma01","1993-94"
"1984","85",25,"BOS","NBA","SG",75,2564,14.2,0.57,0.071,0.172,3.4,7.9,5.8,19.9,2.2,0.1,14.9,15.9,3.9,2.8,6.6,0.124,-0.1,0.8,0.7,1.8,"Danny Ainge","aingeda01","1984-85"
"1985","86",26,"BOS","NBA","SG",80,2407,13.6,0.562,0.104,0.194,2.3,8.1,5.4,21.3,1.9,0.2,14.5,15.2,3.6,3.2,6.8,0.136,-0.1,1,0.9,1.8,"Danny Ainge","aingeda01","1985-86"
"1986","87",27,"BOS","NBA","SG",71,2499,15.2,0.574,0.227,0.195,2.4,8,5.4,21.2,2,0.3,13.3,18,4.1,2.5,6.7,0.128,1,0.3,1.2,2,"Danny Ainge","aingeda01","1986-87"
"1987","88",28,"BOS","NBA","SG",81,3018,15.9,0.598,0.364,0.183,2.5,7,4.9,22.2,1.9,0.3,12.6,17.3,6.7,1.9,8.6,0.136,2.7,-0.3,2.4,3.3,"Danny Ainge","aingeda01","1987-88"
"1988","89",29,"TOT","NBA","PG",73,2377,18,0.554,0.29,0.228,3.3,8.7,6,25.3,1.9,0.2,11.1,22.6,5.2,1.4,6.7,0.135,2.9,-0.4,2.5,2.7,"Danny Ainge","aingeda01","1988-89"
"1988","89",29,"BOS","NBA","PG",45,1349,17.5,0.553,0.263,0.217,3.2,9.8,6.6,23.1,1.9,0,11.3,22.4,2.9,0.8,3.8,0.133,2.7,-0.4,2.3,1.5,"Danny Ainge","aingeda01","1988-89"
"1988","89",29,"SAC","NBA","PG",28,1028,18.6,0.554,0.325,0.242,3.5,7.1,5.3,28.1,1.9,0.4,11,22.9,2.3,0.6,2.9,0.136,3.1,-0.5,2.7,1.2,"Danny Ainge","aingeda01","1988-89"
"1989","90",30,"SAC","NBA","PG",75,2727,16.1,0.528,0.25,0.231,2.9,10.6,6.8,25.5,2.1,0.4,12.7,23,2.7,2.1,4.8,0.085,1.2,-0.1,1.1,2.1,"Danny Ainge","aingeda01","1989-90"
"1990","91",31,"POR","NBA","SG",80,1710,17,0.574,0.352,0.193,2.9,10.2,6.6,23.8,1.8,0.5,11.4,20.8,4.1,2.1,6.2,0.175,2.8,0.9,3.7,2.5,"Danny Ainge","aingeda01","1990-91"
"1991","92",32,"POR","NBA","SG",81,1595,15.4,0.534,0.34,0.194,2.7,7.4,5.1,18.4,2.2,0.5,8.7,20.5,3.1,2,5.2,0.155,1.1,0.8,1.9,1.6,"Danny Ainge","aingeda01","1991-92"
"1992","93",33,"PHO","NBA","SG",80,2163,14.3,0.596,0.51,0.199,2.6,8.3,5.5,16.5,1.5,0.2,12.5,17.3,4.5,1.8,6.2,0.139,1.8,-0.3,1.4,1.9,"Danny Ainge","aingeda01","1992-93"
"1993","94",34,"PHO","NBA","SG",68,1555,11.8,0.524,0.454,0.175,2,7.4,4.7,15.9,1.8,0.3,12.3,17.8,1.9,1,2.8,0.087,-0.8,-0.5,-1.3,0.3,"Danny Ainge","aingeda01","1993-94"
"1994","95",35,"PHO","NBA","SG",74,1374,14.3,0.596,0.507,0.308,2.1,7,4.6,21.7,1.7,0.4,14.2,17.6,2.8,0.6,3.4,0.118,0.9,-0.4,0.4,0.8,"Danny Ainge","aingeda01","1994-95"
"2008","09",20,"CHA","NBA","PF",31,182,7,0.43,0.029,0.406,6.2,14.2,10.2,2.8,2.1,2.7,12.9,24.2,-0.3,0.3,-0.1,-0.018,-7.6,0.1,-7.5,-0.3,"Alexis Ajinça","ajincal01","2008-09"
"2010","11",22,"TOT","NBA","C",34,340,12.2,0.507,0.256,0.135,5.9,21.5,13.6,4.8,1.7,4.2,11.3,21.1,0,0.4,0.4,0.052,-3.8,0,-3.8,-0.2,"Alexis Ajinça","ajincal01","2010-11"
"2010","11",22,"TOR","NBA","C",24,265,12,0.53,0.267,0.149,5.2,22.5,13.6,4.9,1.6,4,13.6,21.1,0,0.2,0.2,0.042,-3.8,-0.2,-4.1,-0.1,"Alexis Ajinça","ajincal01","2010-11"
"2013","14",25,"NOP","NBA","C",56,951,14.6,0.589,0.004,0.269,11.3,22.7,16.9,6.6,1.3,4.1,18.4,16.3,1.2,0.9,2.1,0.104,-2.7,0.1,-2.6,-0.1,"Alexis Ajinça","ajincal01","2013-14"
"2014","15",26,"NOP","NBA","C",68,957,19.9,0.595,0,0.301,12.4,25,18.7,8.2,1.2,4,15.6,21.1,1.9,1.2,3.2,0.159,-0.7,0.4,-0.3,0.4,"Alexis Ajinça","ajincal01","2014-15"
"2015","16",27,"NOP","NBA","C",59,861,13.8,0.514,0.003,0.197,9.3,25.9,17.3,5.8,1.1,3.4,13.6,20.4,0.2,0.9,1,0.058,-3.4,-0.6,-4,-0.4,"Alexis Ajinça","ajincal01","2015-16"
"2016","17",28,"NOP","NBA","C",39,584,12.9,0.529,0.022,0.225,8.3,23.8,16,3.1,1.7,3.1,13.7,17.2,0,0.9,1,0.08,-4,0.7,-3.3,-0.2,"Alexis Ajinça","ajincal01","2016-17"
"1986","87",23,"DEN","NBA","PF",64,1110,12.5,0.516,0.02,0.228,6.5,14.2,10.1,8.9,0.9,1.4,10.3,18.8,0.7,0.7,1.5,0.064,-1.8,-1.4,-3.2,-0.3,"Mark Alarie","alarima01","1986-87"
"1987","88",24,"WSB","NBA","PF",63,769,11.6,0.508,0.06,0.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,0.3,0.6,0.9,0.058,-1.9,-1.3,-3.2,-0.2,"Mark Alarie","alarima01","1987-88"
"1988","89",25,"WSB","NBA","PF",74,1141,13.3,0.531,0.088,0.202,9.5,15.2,12.2,7.8,1,1.1,11.7,18.7,1.2,1,2.2,0.093,-1.1,-0.8,-2,0,"Mark Alarie","alarima01","1988-89"
"1989","90",26,"WSB","NBA","PF",82,1893,14.1,0.51,0.062,0.169,8.5,12.8,10.7,10.5,1.5,1.2,10.7,20.4,1.5,1.6,3.1,0.079,-0.6,-0.7,-1.3,0.3,"Mark Alarie","alarima01","1989-90"
"1990","91",27,"WSB","NBA","PF",42,587,11.3,0.496,0.093,0.213,7.6,14.2,10.9,11.2,1.3,0.8,14,20.3,0.1,0.6,0.6,0.05,-3,-0.9,-3.8,-0.3,"Mark Alarie","alarima01","1990-91"
"2014","15",23,"PHI","NBA","PF",41,540,12,0.517,0.064,0.346,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-3.9,0.4,-3.6,-0.2,"Furkan Aldemir","aldemfu01","2014-15"
"2011","12",23,"OKC","NBA","C",26,173,17.7,0.592,0,0.333,9.2,21.6,15.8,2.7,2.4,6.7,15.7,14.9,0.3,0.4,0.6,0.176,-1.3,2.2,1,0.1,"Cole Aldrich","aldrico01","2011-12"
"2012","13",24,"TOT","NBA","C",45,388,11.1,0.563,0,0.25,8.7,26.7,17.7,3.4,0.7,4.6,20.6,12.7,0.1,0.4,0.6,0.07,-3.5,0.6,-2.9,-0.1,"Cole Aldrich","aldrico01","2012-13"
"2012","13",24,"HOU","NBA","C",30,213,7.3,0.532,0,0.209,6.5,23.7,15.2,4.1,0.7,3.2,23,12.5,-0.1,0.3,0.2,0.038,-5.6,0.6,-5,-0.2,"Cole Aldrich","aldrico01","2012-13"
"2013","14",25,"NYK","NBA","C",46,330,19.1,0.62,0,0.492,12.8,33.8,23,6.4,1.3,8.1,19.5,13,0.6,0.6,1.2,0.178,-0.1,1.6,1.5,0.3,"Cole Aldrich","aldrico01","2013-14"
"2014","15",26,"NYK","NBA","C",61,976,18.1,0.513,0,0.213,11.6,28.9,20,13.3,2,5.5,15.2,18.3,0.8,1.4,2.2,0.107,-0.8,1.1,0.3,0.6,"Cole Aldrich","aldrico01","2014-15"
"2015","16",27,"LAC","NBA","C",60,800,21.3,0.626,0,0.373,11.9,27.1,19.6,10,2.9,6.7,19.6,18.4,1.4,2,3.5,0.209,-0.9,3.4,2.4,0.9,"Cole Aldrich","aldrico01","2015-16"
"2016","17",28,"MIN","NBA","C",62,531,12.7,0.549,0,0.256,11,23.9,17.4,6.4,2.4,3.7,15.1,9.4,0.6,0.7,1.3,0.116,-2.3,1.5,-0.8,0.2,"Cole Aldrich","aldrico01","2016-17"
"2017","18",29,"MIN","NBA","C",21,49,6,0.34,0,0.4,7,28.6,17.6,8.2,2,1.8,5.4,16.8,-0.1,0.1,0,-0.013,-6.8,-0.7,-7.5,-0.1,"Cole Aldrich","aldrico01","2017-18"
"2006","07",21,"POR","NBA","C",63,1392,17.1,0.533,0.004,0.24,12.6,15.3,13.9,3.2,0.9,4.2,7.5,19.3,2.5,1,3.4,0.118,-0.4,-1,-1.4,0.2,"LaMarcus Aldridge","aldrila01","2006-07"
"2007","08",22,"POR","NBA","PF",76,2649,18.5,0.523,0.006,0.257,9.8,15.8,12.8,8.8,1.1,2.8,8.9,25.3,3.5,2.8,6.2,0.113,0.6,-0.4,0.2,1.5,"LaMarcus Aldridge","aldrila01","2007-08"
"2008","09",23,"POR","NBA","PF",81,3004,19.1,0.529,0.023,0.269,9.5,15.6,12.5,9.3,1.4,2,8,23.7,6.1,3.3,9.5,0.151,1.7,-0.4,1.3,2.5,"LaMarcus Aldridge","aldrila01","2008-09"
"2009","10",24,"POR","NBA","PF",78,2922,18.2,0.535,0.014,0.26,8.1,18.6,13.3,9.9,1.3,1.3,7.4,22.9,5.5,3.3,8.8,0.145,1.4,-0.2,1.2,2.3,"LaMarcus Aldridge","aldrila01","2009-10"
"2010","11",25,"POR","NBA","PF",81,3211,21.5,0.549,0.016,0.314,10.1,17.2,13.5,10.1,1.4,2.4,8.7,25.7,7.6,3.5,11.1,0.166,2.6,-0.5,2.1,3.4,"LaMarcus Aldridge","aldrila01","2010-11"
"2011","12",26,"POR","NBA","PF",55,1994,22.7,0.56,0.012,0.291,8.6,17.5,12.9,13.2,1.3,1.7,9.5,27,5.4,1.6,7,0.169,3.4,-0.4,3,2.5,"LaMarcus Aldridge","aldrila01","2011-12"
"2012","13",27,"POR","NBA","PF",74,2790,20.4,0.53,0.011,0.264,7.2,20.9,14,13,1.2,2.5,8.9,26.5,4.8,2.3,7.2,0.124,1.7,-0.4,1.3,2.3,"LaMarcus Aldridge","aldrila01","2012-13"
"2013","14",28,"POR","NBA","PF",69,2498,21.8,0.507,0.011,0.253,7.2,25.5,16.5,13,1.3,1.9,7.2,29.8,4,3.5,7.5,0.144,2.3,0.1,2.3,2.7,"LaMarcus Aldridge","aldrila01","2013-14"
"2014","15",29,"POR","NBA","PF",71,2512,22.8,0.528,0.074,0.256,7.7,22.9,15.5,9.2,1,1.9,7.2,30.2,4.9,3.7,8.6,0.165,3.2,-0.3,2.9,3.1,"LaMarcus Aldridge","aldrila01","2014-15"
"2015","16",30,"SAS","NBA","PF",74,2261,22.4,0.565,0.015,0.289,9.2,22.2,15.9,8.1,0.9,2.8,7.8,25.9,5.6,4.5,10.1,0.215,2,0.3,2.3,2.5,"LaMarcus Aldridge","aldrila01","2015-16"
"2016","17",31,"SAS","NBA","PF",72,2335,18.6,0.532,0.053,0.258,8.5,16.6,12.7,9.9,1,3,7.7,24.5,3.5,3.7,7.2,0.149,0.7,0.1,0.8,1.7,"LaMarcus Aldridge","aldrila01","2016-17"
"2017","18",32,"SAS","NBA","C",75,2509,25,0.57,0.068,0.296,10.8,17.3,14,11.3,0.9,3,6.8,29.1,7.4,3.5,10.9,0.209,4.3,-0.4,3.9,3.7,"LaMarcus Aldridge","aldrila01","2017-18"
"2018","19",33,"SAS","NBA","C",81,2687,22.9,0.576,0.032,0.312,10.3,19.8,15.1,11.6,0.8,3.4,8.8,26.9,6.4,2.9,9.3,0.167,2.4,-0.6,1.8,2.6,"LaMarcus Aldridge","aldrila01","2018-19"
"2019","20",34,"SAS","NBA","C",53,1754,19.7,0.571,0.198,0.241,6.3,17.8,12,11.4,1,4.4,7.8,23.4,3,1.4,4.5,0.122,1.8,-0.5,1.4,1.5,"LaMarcus Aldridge","aldrila01","2019-20"
"2020","21",35,"SAS","NBA","C",21,544,14.9,0.545,0.302,0.149,3.2,14.9,9,10.2,0.7,2.9,7,22.6,0.3,0.6,0.9,0.076,-0.2,-1,-1.2,0.1,"LaMarcus Aldridge","aldrila01","2020-21"
"1984","85",25,"GSW","NBA","C",74,1114,9.1,0.509,0.003,0.223,8.1,20.1,13.6,4.4,0.6,0.8,16.3,15.6,0.1,0.4,0.4,0.019,-3.8,-1.9,-5.6,-1,"Chuck Aleksinas","aleksch01","1984-85"
"1995","96",22,"SAS","NBA","PG",60,560,8.7,0.506,0.426,0.161,1.9,6.3,4.2,31.6,2.5,0.3,29.1,18.8,-0.5,0.7,0.2,0.021,-4.2,-0.1,-4.3,-0.3,"Cory Alexander","alexaco01","1995-96"
"1996","97",23,"SAS","NBA","PG",80,1454,14.3,0.528,0.514,0.263,2.3,8,5.1,30,3.1,0.9,21.1,22.2,0.5,0.6,1.1,0.035,0.3,-0.8,-0.6,0.5,"Cory Alexander","alexaco01","1996-97"
"1997","98",24,"TOT","NBA","PG",60,1298,15.2,0.548,0.44,0.255,1.5,11.7,6.6,28.7,2.9,0.6,20.1,19.8,1,1.2,2.2,0.081,0.4,0,0.4,0.8,"Cory Alexander","alexaco01","1997-98"
"1997","98",24,"SAS","NBA","PG",37,501,11.1,0.512,0.441,0.255,1.7,8.7,5.4,23.2,2.7,0.7,22.6,19.5,-0.2,0.8,0.7,0.065,-2.3,1,-1.3,0.1,"Cory Alexander","alexaco01","1997-98"
"1997","98",24,"DEN","NBA","PG",23,797,17.8,0.569,0.439,0.255,1.4,13.6,7.3,32.1,3,0.6,18.6,19.9,1.2,0.3,1.5,0.091,2.1,-0.6,1.5,0.7,"Cory Alexander","alexaco01","1997-98"
"1998","99",25,"DEN","NBA","PG",36,778,11,0.467,0.404,0.169,1,10.3,5.5,26.6,2.4,0.5,19.8,20.3,-0.2,0,-0.3,-0.016,-2.1,-1.3,-3.4,-0.3,"Cory Alexander","alexaco01","1998-99"
"1999","00",26,"DEN","NBA","PG",29,329,8.8,0.381,0.357,0.224,2.6,11.3,6.9,25.7,3.7,0.4,20.6,18,-0.5,0.4,-0.1,-0.012,-4.1,1.8,-2.4,0,"Cory Alexander","alexaco01","1999-00"
"2000","01",27,"ORL","NBA","PG",26,227,6.3,0.407,0.286,0.321,0,12.5,6.1,23.5,3.6,0,28.1,17.3,-0.5,0.3,-0.1,-0.031,-7.2,1.2,-6,-0.2,"Cory Alexander","alexaco01","2000-01"
"2000","01",23,"TOT","NBA","PG",65,1382,11.6,0.484,0.08,0.262,3.5,8.4,5.9,8,1.7,0.3,10.5,23.2,0.3,0.5,0.8,0.027,-2.4,-1.9,-4.3,-0.8,"Courtney Alexander","alexaco02","2000-01"
"2000","01",23,"DAL","NBA","PG",38,472,6.8,0.404,0.056,0.253,4.9,9.9,7.5,6.9,1.7,0.5,9.6,21.1,-0.5,0.4,-0.1,-0.013,-5.5,-0.8,-6.2,-0.5,"Courtney Alexander","alexaco02","2000-01"
"2000","01",23,"WAS","NBA","PG",27,910,14.2,0.519,0.091,0.266,2.8,7.6,5.1,8.6,1.7,0.2,10.9,24.3,0.9,0.1,0.9,0.048,-0.8,-2.5,-3.3,-0.3,"Courtney Alexander","alexaco02","2000-01"
"2001","02",24,"WAS","NBA","SG",56,1325,13.6,0.521,0.038,0.255,3.7,9.3,6.5,11.3,1.4,0.4,10.2,20.4,1.6,0.6,2.2,0.08,-0.9,-1.3,-2.2,-0.1,"Courtney Alexander","alexaco02","2001-02"
"2002","03",25,"NOH","NBA","PG",66,1360,9.3,0.459,0.113,0.289,3.3,6.8,5,9.8,1.2,0.3,10.7,21.3,0.1,1,1.1,0.04,-3.3,-1.2,-4.5,-0.9,"Courtney Alexander","alexaco02","2002-03"
"2008","09",22,"MIL","NBA","SF",59,716,10.1,0.494,0.188,0.339,6.9,12.3,9.5,9.5,1.1,3.4,15.6,20.9,-0.3,0.7,0.4,0.03,-3.4,-0.1,-3.5,-0.3,"Joe Alexander","alexajo01","2008-09"
"1991","92",22,"GSW","NBA","C",80,1350,13.9,0.561,0.002,0.325,8.7,18.3,13.6,3.1,1.5,2.7,14.8,18.3,1.1,1.4,2.5,0.09,-1.6,-0.4,-2,0,"Victor Alexander","alexavi01","1991-92"
"1992","93",23,"GSW","NBA","C",72,1753,14.3,0.548,0.033,0.243,8.4,18.4,13.4,7.8,0.9,1.9,14,20,1.6,1.4,3,0.083,-1,-0.6,-1.6,0.2,"Victor Alexander","alexavi01","1992-93"
"1993","94",24,"GSW","NBA","C",69,1318,14,0.539,0.026,0.257,9.5,15.7,12.6,7.3,1,1.5,13.3,20.2,1.1,1.1,2.3,0.083,-1.1,-0.9,-2.1,0,"Victor Alexander","alexavi01","1993-94"
"1994","95",25,"GSW","NBA","C",50,1237,12.8,0.53,0.056,0.134,7.7,18.4,13,7.8,1.1,1.6,13.8,18.8,0.3,0.8,1.1,0.044,-2.2,-0.7,-2.9,-0.3,"Victor Alexander","alexavi01","1994-95"
"2019","20",21,"NOP","NBA","SG",47,591,8.9,0.473,0.5,0.139,1.6,13.5,7.5,21.1,1.3,1.1,16.1,23.3,-0.7,0.4,-0.2,-0.02,-3.2,-1.4,-4.6,-0.4,"Nickeil Alexander-Walker","alexani01","2019-20"
"2020","21",22,"NOP","NBA","SG",28,495,12.4,0.508,0.464,0.166,1.1,13.7,7.4,15.3,2.8,1.8,12.4,22.2,-0.1,0.4,0.3,0.028,-2,0.2,-1.8,0,"Nickeil Alexander-Walker","alexani01","2020-21"
"1987","88",23,"DAL","NBA","PG",28,197,11.6,0.472,0.145,0.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0,0.3,0.3,0.082,-4.1,3.1,-1.1,0,"Steve Alford","alforst01","1987-88"
"1988","89",24,"TOT","NBA","PG",66,906,11.9,0.522,0.17,0.188,1.1,6.8,4,13.2,2.2,0.2,11.4,16.6,0.7,0.7,1.4,0.072,-2.1,-0.5,-2.6,-0.1,"Steve Alford","alforst01","1988-89"
"1988","89",24,"GSW","NBA","PG",57,868,12.1,0.53,0.169,0.188,1.2,6.8,4,12.4,2.3,0.2,11.5,16.7,0.7,0.6,1.4,0.076,-2,-0.5,-2.5,-0.1,"Steve Alford","alforst01","1988-89"
"1989","90",25,"DAL","NBA","PG",41,302,18.7,0.544,0.159,0.268,0.8,8.5,4.7,21.2,2.5,0.6,9.4,24.7,0.6,0.3,0.9,0.144,1.2,0.4,1.6,0.3,"Steve Alford","alforst01","1989-90"
"1990","91",26,"DAL","NBA","PG",34,236,20.5,0.578,0.197,0.265,4.8,6.8,5.8,16.4,1.7,0.3,10.9,27.5,0.5,0.1,0.6,0.121,3.5,-1.4,2.1,0.2,"Steve Alford","alforst01","1990-91"
"2018","19",23,"UTA","NBA","SG",38,416,7.5,0.516,0.556,0.337,0.8,5.1,3,8.9,0.7,1.1,13.9,24.4,-0.4,0.4,0,0.002,-4.2,-2.1,-6.3,-0.5,"Grayson Allen","allengr01","2018-19"
"2019","20",24,"MEM","NBA","SG",38,718,12,0.609,0.562,0.179,1.2,11.1,6.2,10,0.7,0.2,10.9,17.6,0.8,0.4,1.2,0.082,-0.1,-1.2,-1.3,0.1,"Grayson Allen","allengr01","2019-20"
"2020","21",25,"MEM","NBA","SG",23,551,12.5,0.592,0.689,0.232,1.5,11.6,6.4,11.9,2,0.5,10.4,15.4,0.7,0.6,1.2,0.108,-0.5,0.3,-0.2,0.3,"Grayson Allen","allengr01","2020-21"
"2017","18",19,"BRK","NBA","C",72,1441,17.5,0.636,0.038,0.37,10.5,18.1,14.3,5.4,0.9,4.6,15.1,16.3,2.7,1.5,4.2,0.141,-0.9,0.1,-0.8,0.5,"Jarrett Allen","allenja01","2017-18"
"2018","19",20,"BRK","NBA","C",80,2096,18.5,0.632,0.079,0.489,9.6,24,16.8,7.9,1,4.5,13,15.9,4.4,3.3,7.6,0.175,0.2,1.4,1.6,1.9,"Jarrett Allen","allenja01","2018-19"
"2019","20",21,"BRK","NBA","C",70,1852,20.7,0.664,0.013,0.581,12.3,24.9,18.7,8.9,1,4.2,11.7,14.9,5.2,2.9,8.2,0.212,1.4,1,2.3,2,"Jarrett Allen","allenja01","2019-20"
"2020","21",22,"TOT","NBA","C",35,977,23.6,0.714,0.031,0.646,12.8,27,19.9,9.3,0.8,5.4,14.1,17,3.2,1.2,4.5,0.219,3.1,0.3,3.4,1.3,"Jarrett Allen","allenja01","2020-21"
"2020","21",22,"CLE","NBA","C",23,657,24.6,0.707,0.042,0.547,12.2,26.1,19,9.8,0.7,5.5,11.8,17.7,2.2,0.8,3,0.22,3.9,0.2,4.1,1,"Jarrett Allen","allenja01","2020-21"
"1995","96",23,"MIN","NBA","SG",41,362,7.8,0.447,0.314,0.343,1.7,6.6,4.1,20.8,3,1.1,22,19,-0.5,0.3,-0.3,-0.033,-4.3,-0.2,-4.6,-0.2,"Jerome Allen","allenje01","1995-96"
"1996","97",24,"TOT","NBA","SG",76,943,8.7,0.451,0.421,0.326,3.1,9,6.1,25.3,1.8,0.3,21.4,15.6,-0.3,0.8,0.4,0.021,-2.5,-0.2,-2.6,-0.1,"Jerome Allen","allenje01","1996-97"
"1996","97",24,"IND","NBA","SG",51,692,8.7,0.489,0.401,0.32,2.3,8.8,5.6,24.9,2.1,0,25,14.9,-0.2,0.7,0.5,0.035,-2.7,0.4,-2.3,-0.1,"Jerome Allen","allenje01","1996-97"
"1996","97",24,"DEN","NBA","SG",25,251,8.9,0.376,0.459,0.338,5.5,9.4,7.5,26.3,0.8,1.1,13.3,17.4,-0.1,0,-0.1,-0.019,-1.7,-1.8,-3.5,-0.1,"Jerome Allen","allenje01","1996-97"
"2011","12",22,"PHI","NBA","PF",41,624,12.7,0.488,0,0.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.4,1.2,1.6,0.124,-2.8,1,-1.7,0,"Lavoy Allen","allenla01","2011-12"
"2012","13",23,"PHI","NBA","C",79,1669,11.5,0.474,0.002,0.132,10.5,16.5,13.4,6.7,0.8,2.6,10.3,14.8,0.9,1.6,2.5,0.072,-3,-0.3,-3.3,-0.6,"Lavoy Allen","allenla01","2012-13"
"2013","14",24,"TOT","NBA","PF",65,1072,12.5,0.47,0.043,0.167,11.7,20,15.7,10.1,1.1,2.4,12,14.6,0.6,0.9,1.5,0.066,-2.6,-0.8,-3.5,-0.4,"Lavoy Allen","allenla01","2013-14"
"2013","14",24,"PHI","NBA","PF",51,960,11.9,0.464,0.049,0.15,11.5,20,15.6,10.2,1.1,2.2,12.4,14.3,0.4,0.7,1.1,0.053,-2.9,-1,-3.8,-0.4,"Lavoy Allen","allenla01","2013-14"
