"Start","End","Age","Team","League","Position","G","MP","PER","True_Shooting_Percentage","three_point_attempt_rate","Free_throw_rate","Offensive_rebound_percentage","Defensive_rebound_percentage","Total_rebound_percentage","Assistant_percentage","Steal_percentage","Block_percentage","Turnover_percentage","UsaGE_percentage","Offensive_win_shares","Defensive_win_shares","win_shares","win_shares_per_48_minutes","Offensive_box_plus_minus","Defensive_box_plus_minus","Box_plus_minus","Value_over_replacement_player","Player","ID","Season"
"2020","21",30,"DET","NBA","C",34,953,17.7,0.63,0.025,0.397,10.6,26.3,18.2,21.4,1.4,2.8,20.4,16.1,1.7,1.2,2.9,0.148,-0.3,1.6,1.3,0.8,"Mason Plumlee","plumlma01","2020-21"
"2013","14",25,"PHO","NBA","C",80,1964,14.6,0.529,0,0.239,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,1.2,2.8,4,0.098,-1.4,0.1,-1.3,0.3,"Miles Plumlee","plumlmi01","2013-14"
"2014","15",26,"TOT","NBA","C",73,1194,13.4,0.536,0,0.181,10.3,19.3,14.8,4.2,1.7,4.3,15.7,12,0.9,1.7,2.6,0.103,-1.5,1,-0.6,0.4,"Miles Plumlee","plumlmi01","2014-15"
"2014","15",26,"PHO","NBA","C",54,1005,13.1,0.55,0,0.195,10.3,19.7,14.9,3.9,1.7,4.2,17.5,11.2,0.8,1.4,2.1,0.102,-1.7,1,-0.7,0.3,"Miles Plumlee","plumlmi01","2014-15"
"2015","16",27,"MIL","NBA","C",61,870,17.4,0.606,0,0.253,12.5,18,15.2,2.9,1.2,4.9,13.4,15.5,1.4,0.8,2.2,0.124,-0.2,-1.3,-1.5,0.1,"Miles Plumlee","plumlmi01","2015-16"
"2016","17",28,"TOT","NBA","C",45,484,8.4,0.518,0,0.424,9,13.3,11.1,6.1,1.9,2.4,21.6,13.1,-0.1,0.5,0.5,0.045,-5,0,-5,-0.4,"Miles Plumlee","plumlmi01","2016-17"
"2016","17",28,"MIL","NBA","C",32,310,8,0.492,0,0.515,8.7,11.1,10,8.2,1.8,2.6,20.9,15.5,-0.2,0.3,0.1,0.021,-5.1,-0.2,-5.4,-0.3,"Miles Plumlee","plumlmi01","2016-17"
"2017","18",29,"ATL","NBA","C",55,918,10.6,0.574,0,0.333,9.4,18.3,13.9,7.2,0.9,2.8,23.4,12.8,0.1,0.7,0.9,0.046,-3.7,-0.1,-3.8,-0.4,"Miles Plumlee","plumlmi01","2017-18"
"1984","85",22,"GSW","NBA","PF",66,702,7.5,0.459,0.017,0.397,7.9,14,10.7,4.9,1,1.1,15.5,18,-0.4,0.2,-0.2,-0.012,-5.1,-2.2,-7.3,-0.9,"Gary Plummer","plummga01","1984-85"
"1992","93",30,"DEN","NBA","PF",60,737,8.6,0.521,0.013,0.417,7.6,17.3,12.4,7.7,0.9,0.9,22.4,19.2,-0.5,0.9,0.4,0.024,-5.3,-0.6,-5.9,-0.7,"Gary Plummer","plummga01","1992-93"
"2016","17",21,"TOR","NBA","C",54,626,12.2,0.589,0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,0.125,-3,-0.1,-3.1,-0.2,"Jakob Poeltl","poeltja01","2016-17"
"2017","18",22,"TOR","NBA","C",82,1524,17.5,0.662,0.005,0.263,12.4,16.4,14.4,5.4,1.3,5.2,16.6,14.8,3.1,2.4,5.6,0.175,-0.7,1.1,0.4,0.9,"Jakob Poeltl","poeltja01","2017-18"
"2018","19",23,"SAS","NBA","C",77,1273,19.4,0.64,0,0.317,15.4,19.7,17.6,10,1.1,4.5,12.7,13.1,3.5,1.6,5.1,0.193,1.3,0.7,2,1.3,"Jakob Poeltl","poeltja01","2018-19"
"2019","20",24,"SAS","NBA","C",66,1171,19.1,0.612,0,0.323,12.1,22.5,17.3,13.6,1.5,7.1,15.1,13.2,2.4,1.6,4,0.163,0.5,2,2.5,1.3,"Jakob Poeltl","poeltja01","2019-20"
"2020","21",25,"SAS","NBA","C",32,750,16.2,0.582,0,0.296,13,19.6,16.2,10.6,1.3,5.8,17.1,12.5,1,1.2,2.2,0.14,-1.1,1,-0.2,0.4,"Jakob Poeltl","poeltja01","2020-21"
"2019","20",26,"BOS","NBA","C",22,130,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17,15.4,0.1,0.2,0.3,0.113,-4.8,1,-3.8,-0.1,"Vincent Poirier","poirivi01","2019-20"
"1997","98",22,"DET","NBA","C",33,317,13.3,0.555,0,0.329,12.7,15.1,13.9,4.7,1.4,2.4,13,13.5,0.5,0.4,0.9,0.141,-1.5,-0.4,-2,0,"Scot Pollard","pollasc01","1997-98"
"1999","00",24,"SAC","NBA","C",76,1336,15.8,0.584,0,0.562,13,18.5,15.8,4.5,2,2.9,12.4,12.6,2.9,2.2,5.1,0.183,-0.9,1,0.1,0.7,"Scot Pollard","pollasc01","1999-00"
"2000","01",25,"SAC","NBA","C",77,1658,15,0.53,0.005,0.433,11.5,18.5,15.1,4.2,1.5,3.9,12.3,14.3,2.5,2.9,5.4,0.157,-1.2,0.9,-0.3,0.7,"Scot Pollard","pollasc01","2000-01"
"2001","02",26,"SAC","NBA","C",80,1881,15,0.59,0,0.464,10.9,21,16,3.9,1.9,2.7,13.6,11.5,3.4,3.5,6.8,0.175,-0.5,1.3,0.8,1.3,"Scot Pollard","pollasc01","2001-02"
"2002","03",27,"SAC","NBA","C",23,325,14.6,0.497,0,0.437,16,18.8,17.5,2.7,2,3.1,12.6,16.1,0.4,0.6,1,0.15,-2.3,0.4,-1.8,0,"Scot Pollard","pollasc01","2002-03"
"2003","04",28,"IND","NBA","C",61,678,8.3,0.43,0,0.184,11.6,17.1,14.3,2.4,1.9,2.9,15.1,10.1,0.1,1.3,1.4,0.098,-4.4,1,-3.4,-0.2,"Scot Pollard","pollasc01","2003-04"
"2004","05",29,"IND","NBA","C",49,865,11.2,0.506,0,0.293,11.9,16.3,14.1,3.6,1.9,2.1,14.1,12.2,0.6,1.2,1.9,0.104,-2.6,0.8,-1.9,0,"Scot Pollard","pollasc01","2004-05"
"2005","06",30,"IND","NBA","C",45,771,12.3,0.495,0,0.247,11.3,21,16.3,5.1,2.6,1.9,13.2,11.9,0.6,1.6,2.1,0.134,-2.6,2.1,-0.5,0.3,"Scot Pollard","pollasc01","2005-06"
"2006","07",31,"CLE","NBA","C",24,109,8.5,0.432,0,0.154,15.6,17.5,16.5,4.2,1.9,0.7,12.6,13.2,0,0.2,0.2,0.1,-5.8,0.2,-5.6,-0.1,"Scot Pollard","pollasc01","2006-07"
"2007","08",32,"BOS","NBA","C",22,173,8.7,0.597,0,0.957,10.2,14.9,12.7,2.5,0.9,2.9,13.3,10.1,0.3,0.3,0.6,0.171,-4.3,2.1,-2.2,0,"Scot Pollard","pollasc01","2007-08"
"1987","88",23,"SEA","NBA","C",82,1080,9.8,0.521,0.008,0.622,12.4,22.2,17.2,3.9,1.4,1.5,20,15,0.2,1.4,1.6,0.069,-4,-0.7,-4.7,-0.7,"Olden Polynice","polynol01","1987-88"
"1988","89",24,"SEA","NBA","C",80,835,10.3,0.535,0.011,0.478,12.7,14.9,13.8,3.2,2.1,2.2,17.4,12.6,0.6,0.9,1.5,0.086,-3.3,0.2,-3.2,-0.2,"Olden Polynice","polynol01","1988-89"
"1989","90",25,"SEA","NBA","C",79,1085,12.4,0.541,0.007,0.343,13.3,19.3,16.2,1.9,1.2,1.2,9.5,14.1,1.6,0.9,2.5,0.111,-1.3,-1,-2.3,-0.1,"Olden Polynice","polynol01","1989-90"
"1990","91",26,"TOT","NBA","C",79,2092,14,0.576,0.002,0.447,11.8,18.3,15,2.8,1,1,11.5,15.1,3.1,2,5.2,0.118,-0.2,-1.1,-1.3,0.4,"Olden Polynice","polynol01","1990-91"
"1990","91",26,"SEA","NBA","C",48,960,15.2,0.562,0,0.376,14,19.7,16.8,2.4,1.4,1.3,13,17.8,1.3,0.9,2.3,0.113,0.3,-1.8,-1.5,0.1,"Olden Polynice","polynol01","1990-91"
"1990","91",26,"LAC","NBA","C",31,1132,12.9,0.592,0.004,0.529,9.9,17.1,13.5,3.2,0.7,0.7,9.8,12.8,1.8,1.1,2.9,0.123,-0.7,-0.5,-1.1,0.3,"Olden Polynice","polynol01","1990-91"
"1991","92",27,"LAC","NBA","C",76,1834,13.1,0.549,0.002,0.428,11.8,20.8,16.3,3.5,1.2,0.7,12.9,14.9,1.9,2.6,4.5,0.118,-1.2,-0.7,-1.9,0.1,"Olden Polynice","polynol01","1991-92"
"1992","93",28,"DET","NBA","C",67,1299,14.6,0.494,0.002,0.331,14.8,21.1,17.8,3.4,1.2,1,9.9,18,1.1,1.5,2.6,0.095,-0.9,-1.4,-2.3,-0.1,"Olden Polynice","polynol01","1992-93"
"1993","94",29,"TOT","NBA","C",68,2402,14.9,0.529,0.003,0.289,13.4,23.8,18.5,2.6,0.9,1.8,9.5,14.8,3.1,2,5.1,0.102,0.2,-1.4,-1.2,0.5,"Olden Polynice","polynol01","1993-94"
"1993","94",29,"DET","NBA","C",37,1350,15.9,0.544,0.002,0.227,12,25.6,18.7,2.6,0.9,1.7,9.9,16.1,1.7,1.2,2.9,0.102,0.5,-1,-0.6,0.5,"Olden Polynice","polynol01","1993-94"
"1993","94",29,"SAC","NBA","C",31,1052,13.7,0.506,0.004,0.387,15.3,21.4,18.3,2.6,0.8,1.9,8.8,13.2,1.4,0.9,2.2,0.102,-0.1,-1.9,-2,0,"Olden Polynice","polynol01","1993-94"
"1994","95",30,"SAC","NBA","C",81,2534,14.7,0.565,0.001,0.281,13,20.2,16.7,4,1,1.5,12.7,15.6,3.3,3.4,6.7,0.126,-0.2,-0.5,-0.7,0.8,"Olden Polynice","polynol01","1994-95"
"1995","96",31,"SAC","NBA","C",81,2441,15.8,0.543,0.004,0.248,12.1,24.1,18.1,4.1,1.1,2,12.3,18.6,2.5,2.8,5.3,0.105,-0.4,-1.3,-1.7,0.2,"Olden Polynice","polynol01","1995-96"
"1996","97",32,"SAC","NBA","C",82,2893,13.1,0.476,0.006,0.26,10.9,20.4,15.6,10.2,0.8,2.1,13.4,19.3,0.6,2.7,3.3,0.055,-1.8,-1,-2.8,-0.6,"Olden Polynice","polynol01","1996-97"
"1997","98",33,"SAC","NBA","C",70,1458,14.7,0.464,0.002,0.212,12.9,20.8,16.8,12.7,1.3,2.1,14.2,21.1,-0.1,1.6,1.5,0.049,-1.6,-0.9,-2.5,-0.2,"Olden Polynice","polynol01","1997-98"
"1998","99",34,"SEA","NBA","C",48,1481,11.8,0.461,0.003,0.263,14.2,19,16.6,4.7,0.7,1.5,10.9,13.7,1.3,0.7,2,0.065,-1.4,-2.3,-3.7,-0.6,"Olden Polynice","polynol01","1998-99"
"1999","00",35,"UTA","NBA","C",82,1819,10.4,0.497,0.005,0.226,11.4,18.8,15.2,3.2,0.9,3.5,13.8,12.9,0.7,2.5,3.2,0.084,-2.8,0,-2.8,-0.4,"Olden Polynice","polynol01","1999-00"
"2000","01",36,"UTA","NBA","C",81,1619,9.9,0.484,0.002,0.157,12.3,16.6,14.5,3.1,0.9,3.9,15,14.8,0.2,1.8,2,0.058,-3.1,-0.7,-3.9,-0.8,"Olden Polynice","polynol01","2000-01"
"2010","11",22,"NOH","NBA","SF",66,734,8.5,0.482,0.278,0.189,3.8,10.8,7.3,5.9,1.3,1.1,7.6,13.7,0.2,0.7,0.9,0.06,-2.4,0.1,-2.3,-0.1,"Quincy Pondexter","pondequ01","2010-11"
"2011","12",23,"MEM","NBA","SF",64,1002,9.4,0.517,0.305,0.222,6.3,8.5,7.3,4.1,1.4,0.4,10.3,13.2,0.9,0.9,1.7,0.082,-1.9,-0.1,-2,0,"Quincy Pondexter","pondequ01","2011-12"
"2012","13",24,"MEM","NBA","SF",59,1243,11,0.565,0.508,0.251,4,8.6,6.3,7.6,1.5,0.4,11.2,13.9,1.7,1.5,3.2,0.125,-0.8,0.6,-0.1,0.6,"Quincy Pondexter","pondequ01","2012-13"
"2014","15",26,"TOT","NBA","SF,SG",75,1793,9.9,0.55,0.546,0.215,3.4,9,6.2,7.7,0.6,1,9.4,13.8,2.1,0.8,2.9,0.078,-1.1,-1,-2.1,0,"Quincy Pondexter","pondequ01","2014-15"
"2014","15",26,"MEM","NBA","SG",30,540,7.1,0.452,0.541,0.222,4.2,7.8,6,7.5,0.5,0.8,6.3,13.4,0.2,0.4,0.6,0.051,-2.9,-1,-3.9,-0.3,"Quincy Pondexter","pondequ01","2014-15"
"2014","15",26,"NOP","NBA","SF",45,1253,11.1,0.592,0.548,0.212,3,9.5,6.3,7.8,0.6,1.2,10.7,13.9,1.9,0.4,2.3,0.089,-0.3,-0.9,-1.3,0.2,"Quincy Pondexter","pondequ01","2014-15"
"2017","18",29,"CHI","NBA","SF",23,196,4,0.398,0.449,0.347,4.2,10.8,7.4,6.3,2,0.9,16.3,15,-0.3,0.1,-0.2,-0.047,-7,-0.4,-7.4,-0.3,"Quincy Pondexter","pondequ01","2017-18"
"2018","19",30,"SAS","NBA","SF",53,292,13.2,0.641,0.31,0.724,3,14.1,8.6,10.6,1.8,0.3,14.5,13.5,0.5,0.3,0.8,0.128,-1.6,0.7,-0.9,0.1,"Quincy Pondexter","pondequ01","2018-19"
"2019","20",20,"GSW","NBA","SG",57,1274,7.2,0.454,0.528,0.237,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,"Jordan Poole","poolejo01","2019-20"
"1984","85",22,"KCK","NBA","SF",22,129,2.1,0.349,0.019,0.245,8,7.9,8,4.9,1.1,1.3,10.7,20.1,-0.3,0,-0.2,-0.088,-8.4,-3,-11.4,-0.3,"David Pope","popeda01","1984-85"
"1997","98",25,"IND","NBA","SF",28,193,3.4,0.402,0.073,0.415,5.9,10.1,8.1,5.5,0.8,2.2,17.1,14.4,-0.2,0.2,0,-0.003,-7.2,-0.5,-7.7,-0.3,"Mark Pope","popema01","1997-98"
"2000","01",28,"MIL","NBA","PF",63,942,7.2,0.48,0.169,0.246,6.8,10.9,8.8,5.6,0.9,2,9.7,8.4,0.8,0.5,1.3,0.068,-3,0.1,-2.9,-0.2,"Mark Pope","popema01","2000-01"
"2001","02",29,"MIL","NBA","PF",45,426,7.3,0.434,0.275,0.231,5.7,13.7,9.9,5.9,1.4,1.9,13,12.7,-0.1,0.3,0.1,0.016,-3.8,-0.4,-4.2,-0.2,"Mark Pope","popema01","2001-02"
"1984","85",29,"CLE","NBA","PF",79,1656,12.6,0.514,0.037,0.3,9.7,21.2,15.5,6.4,1.3,1.9,11.9,14.2,1.4,2.1,3.5,0.102,-1.4,0.7,-0.7,0.5,"Ben Poquette","poquebe01","1984-85"
"1985","86",30,"CLE","NBA","PF",81,1496,10.4,0.518,0.029,0.287,8.9,18.6,13.8,6.8,1,1.2,14.8,12.6,0.9,1.4,2.3,0.075,-1.7,0.2,-1.4,0.2,"Ben Poquette","poquebe01","1985-86"
"1986","87",31,"TOT","NBA","PF",58,604,10.8,0.569,0.033,0.41,5.4,12.8,9.1,7.7,0.7,3.2,12.7,11.1,0.7,0.7,1.4,0.11,-2.1,1.5,-0.6,0.2,"Ben Poquette","poquebe01","1986-87"
"1986","87",31,"CLE","NBA","PF",37,437,10.4,0.57,0.037,0.476,5,14,9.5,8.5,0.7,2.8,14.6,10.6,0.4,0.5,0.9,0.104,-2.1,1.7,-0.4,0.2,"Ben Poquette","poquebe01","1986-87"
"1986","87",31,"CHI","NBA","PF",21,167,11.9,0.569,0.025,0.275,6.7,9.7,8.2,5.8,0.9,4.3,8.2,12.3,0.3,0.2,0.4,0.127,-1.9,0.9,-1,0,"Ben Poquette","poquebe01","1986-87"
"2000","01",22,"GSW","NBA","SF",51,1147,11.1,0.434,0.011,0.317,7.6,10.1,8.7,9,2,0.4,10.4,20.8,-0.1,0.3,0.2,0.008,-2.7,-1.8,-4.5,-0.7,"Chris Porter","portech01","2000-01"
"2019","20",19,"CLE","NBA","SF",50,1162,10.8,0.535,0.375,0.24,2.1,13.5,7.7,13.9,1.9,1,16.7,20.5,-0.3,0.6,0.3,0.012,-3.2,-0.6,-3.8,-0.5,"Kevin Porter","porteke02","2019-20"
"2019","20",21,"DEN","NBA","SF",55,903,19.8,0.617,0.384,0.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,1.8,1.1,2.9,0.154,2.4,-0.8,1.5,0.8,"Michael Porter","portemi01","2019-20"
"2020","21",22,"DEN","NBA","SF",26,744,17.8,0.627,0.527,0.159,5,22.7,14,4.4,1.5,3.6,8.7,19.5,1.2,1,2.2,0.143,2,-0.7,1.2,0.6,"Michael Porter","portemi01","2020-21"
"2013","14",20,"WAS","NBA","SF",37,319,6,0.405,0.231,0.132,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,-0.4,0.3,0,-0.006,-4.9,-1.3,-6.2,-0.3,"Otto Porter","porteot01","2013-14"
"2014","15",21,"WAS","NBA","SF",74,1432,11.6,0.523,0.266,0.202,5.6,11.6,8.7,6.8,1.6,1.7,10.9,15.1,1,1.8,2.7,0.092,-1.1,0.6,-0.5,0.6,"Otto Porter","porteot01","2014-15"
"2015","16",22,"WAS","NBA","SF",75,2276,14.5,0.564,0.372,0.176,4.7,14.7,9.6,7.9,2.2,1.1,8.3,16.2,3,2.7,5.6,0.119,0.3,0.8,1.1,1.8,"Otto Porter","porteot01","2015-16"
"2016","17",23,"WAS","NBA","SF",80,2605,17.3,0.628,0.425,0.148,5.1,17.1,11.1,6.7,2.2,1.3,4.9,15.1,6.4,3,9.4,0.173,2.4,0.9,3.3,3.5,"Otto Porter","porteot01","2016-17"
"2017","18",24,"WAS","NBA","SF",77,2432,18.3,0.602,0.354,0.145,4.8,18.1,11.4,10.1,2.4,1.5,7.4,18.4,5,3.1,8.1,0.161,2.6,1,3.5,3.4,"Otto Porter","porteot01","2017-18"
"2018","19",25,"TOT","NBA","SF",56,1683,15.9,0.569,0.398,0.149,3.4,17,10.1,10.6,2.3,1.6,8.7,19.1,1.8,1.5,3.2,0.093,0.8,0.1,0.9,1.2,"Otto Porter","porteot01","2018-19"
"2018","19",25,"WAS","NBA","SF",41,1191,15,0.551,0.398,0.145,3.6,17.7,10.5,9.6,2.5,1.6,7.8,18.2,1,1.1,2.1,0.085,0,0.3,0.3,0.7,"Otto Porter","porteot01","2018-19"
"1985","86",22,"POR","NBA","PG",79,1214,14.8,0.545,0.094,0.347,3.3,7.7,5.5,22.2,3.1,0,17.1,20.2,1.2,1.1,2.3,0.093,-0.4,0.7,0.3,0.7,"Terry Porter","portete01","1985-86"
"1986","87",23,"POR","NBA","PG",80,2714,16.2,0.57,0.078,0.434,3,10.8,6.9,33.6,2.7,0.2,21.8,17,4,2.8,6.8,0.12,1.4,0.5,1.9,2.7,"Terry Porter","portete01","1986-87"
"1987","88",24,"POR","NBA","PG",82,2991,18.1,0.592,0.078,0.364,2.3,11.3,6.8,35.9,2.3,0.3,19.1,16.8,6.5,3.3,9.8,0.157,2.6,0.6,3.2,4,"Terry Porter","portete01","1987-88"
"1988","89",25,"POR","NBA","PG",81,3102,17.7,0.555,0.191,0.283,2.9,10.2,6.4,32.8,2.2,0.2,16.1,19.1,6.5,2.6,9.2,0.142,2.6,-0.4,2.3,3.3,"Terry Porter","portete01","1988-89"
"1989","90",26,"POR","NBA","PG",80,2781,20,0.597,0.246,0.487,2.3,8.4,5.3,35.4,2.5,0.1,17.2,20.1,7.9,3.8,11.7,0.202,4.5,1.3,5.8,5.4,"Terry Porter","portete01","1989-90"
"1990","91",27,"POR","NBA","PG",81,2665,21.7,0.632,0.332,0.359,2.2,9.4,5.9,34,2.8,0.3,14.7,19.6,9.2,3.9,13,0.235,5.6,1.8,7.4,6.2,"Terry Porter","portete01","1990-91"
"1991","92",28,"POR","NBA","PG",82,2784,18.1,0.575,0.287,0.326,2,8,5,24.9,2.2,0.3,12.7,21.6,7,3.5,10.6,0.182,3.2,0.6,3.7,4,"Terry Porter","portete01","1991-92"
"1992","93",29,"POR","NBA","PG",81,2883,17,0.577,0.311,0.35,2.1,10.1,6,21.7,1.7,0.2,13.5,21.1,5.7,3.1,8.8,0.147,2.5,0.1,2.6,3.3,"Terry Porter","portete01","1992-93"
"1993","94",30,"POR","NBA","PG",77,2074,16.4,0.538,0.337,0.28,2.3,9.3,5.6,28.2,1.9,0.6,15,21.7,3.5,1.8,5.4,0.124,2.3,-0.1,2.2,2.2,"Terry Porter","portete01","1993-94"
"1994","95",31,"POR","NBA","PG",35,770,13.7,0.515,0.427,0.307,2.5,9.7,5.9,25.4,2,0.2,16.1,19.8,0.9,0.8,1.7,0.106,0.3,0.1,0.3,0.5,"Terry Porter","portete01","1994-95"
"1995","96",32,"MIN","NBA","PG",82,2072,15.4,0.552,0.372,0.344,2.1,10.2,6.1,35.1,2.2,0.6,19.8,18.7,2.3,1.3,3.7,0.085,1.1,-0.7,0.4,1.2,"Terry Porter","portete01","1995-96"
"1996","97",33,"MIN","NBA","PG",82,1568,14.5,0.544,0.445,0.37,2.4,10.9,6.6,30.2,1.8,0.5,19.7,19,1.5,1.2,2.7,0.082,0.4,-0.5,-0.1,0.7,"Terry Porter","portete01","1996-97"
"1997","98",34,"MIN","NBA","PG",82,1786,17.3,0.586,0.404,0.338,2.4,8.2,5.3,23.5,1.8,0.6,13.6,19.1,4.3,0.9,5.2,0.139,2.9,-0.4,2.4,2,"Terry Porter","portete01","1997-98"
"1998","99",35,"MIA","NBA","PG",50,1365,16.9,0.603,0.381,0.4,1.2,10.5,6.2,19.6,2,0.6,14.5,18.4,3.3,1.7,5,0.178,1.9,0.9,2.9,1.7,"Terry Porter","portete01","1998-99"
"1999","00",36,"SAS","NBA","PG",68,1613,16.6,0.596,0.447,0.367,1.8,11.3,6.7,22.3,1.6,0.4,15.7,18.3,3.4,2.3,5.6,0.168,2.5,0.8,3.3,2.2,"Terry Porter","portete01","1999-00"
"2000","01",37,"SAS","NBA","PG",80,1678,15.5,0.583,0.466,0.264,1.7,11.4,6.8,24.5,1.7,0.5,17.5,16.7,3,2.3,5.4,0.154,1.6,1,2.6,2,"Terry Porter","portete01","2000-01"
"2001","02",38,"SAS","NBA","PG",72,1294,13.9,0.558,0.442,0.259,1.1,13.1,7.3,25.2,1.9,0.9,19.2,15.9,1.6,1.9,3.5,0.131,0.4,1.3,1.7,1.2,"Terry Porter","portete01","2001-02"
"2015","16",20,"CHI","NBA","PF",62,1102,13.8,0.469,0.119,0.151,12,20,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,"Bobby Portis","portibo01","2015-16"
"2016","17",21,"CHI","NBA","PF",64,1000,14.9,0.545,0.256,0.157,8,24,16,5.7,0.8,0.9,8.4,19.1,1.1,1.2,2.4,0.114,-0.6,-0.9,-1.5,0.1,"Bobby Portis","portibo01","2016-17"
"2017","18",22,"CHI","NBA","PF",73,1643,19.7,0.548,0.275,0.192,10,23,16.2,13.2,1.5,1.3,10.5,26,2,1.5,3.5,0.101,2.2,-1.3,0.8,1.2,"Bobby Portis","portibo01","2017-18"
"2018","19",23,"TOT","NBA","PF",50,1299,16.1,0.529,0.304,0.154,9,24.9,16.8,8.8,1.3,1.3,9.9,24.6,0.5,1.1,1.6,0.06,-0.2,-2.3,-2.4,-0.1,"Bobby Portis","portibo01","2018-19"
"2018","19",23,"CHI","NBA","PF",22,531,17.2,0.529,0.266,0.185,9.3,23.8,16.5,9.2,1,1.3,9,26.5,0.3,0.4,0.7,0.062,0.5,-2.4,-1.9,0,"Bobby Portis","portibo01","2018-19"
"2018","19",23,"WAS","NBA","PF",28,768,15.3,0.53,0.333,0.132,8.8,25.7,17.1,8.4,1.5,1.3,10.6,23.3,0.2,0.7,0.9,0.058,-0.6,-2.2,-2.8,-0.2,"Bobby Portis","portibo01","2018-19"
"2019","20",24,"NYK","NBA","PF",66,1393,14.6,0.53,0.317,0.158,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1,1.9,0.064,0,-1.1,-1.1,0.3,"Bobby Portis","portibo01","2019-20"
"2020","21",25,"MIL","NBA","C",36,776,19.5,0.617,0.25,0.109,9.3,24.7,17.2,6.7,1.8,1.7,8.1,18.8,1.7,1.1,2.8,0.175,1.9,-0.4,1.5,0.7,"Bobby Portis","portibo01","2020-21"
"2015","16",20,"NYK","NBA","PF",72,2047,17.7,0.518,0.274,0.271,7.1,20.7,14,7.9,1.3,5,10.9,24.6,1.5,2.9,4.4,0.102,0.6,0.3,0.9,1.5,"Kristaps Porzingis","porzikr01","2015-16"
"2016","17",21,"NYK","NBA","PF",66,2164,17.4,0.546,0.319,0.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,0.1,0.7,-0.3,0.3,1.3,"Kristaps Porzingis","porzikr01","2016-17"
"2017","18",22,"NYK","NBA","PF",48,1553,20.4,0.539,0.256,0.309,4.4,18.1,11.3,6.2,1.1,6.4,8.4,31,1.4,1.8,3.2,0.099,1.9,-0.1,1.8,1.5,"Kristaps Porzingis","porzikr01","2017-18"
"2019","20",24,"DAL","NBA","C",57,1814,20.2,0.551,0.432,0.304,5.9,25.1,15.6,8.8,1.1,5.4,8,27,2.6,2.6,5.2,0.138,1.8,0.1,1.9,1.8,"Kristaps Porzingis","porzikr01","2019-20"
"2020","21",25,"DAL","NBA","C",20,602,20.8,0.573,0.391,0.211,6.8,23.4,15.1,7.6,0.6,4.9,6.6,27.6,0.9,0.7,1.6,0.128,1.9,-1.2,0.7,0.4,"Kristaps Porzingis","porzikr01","2020-21"
"1999","00",23,"DEN","NBA","SF",81,2052,13,0.55,0.41,0.28,4.5,12.4,8.4,10.8,2.4,1.1,13.6,14.8,2.5,1.9,4.3,0.101,-0.5,1.2,0.7,1.4,"James Posey","poseyja01","1999-00"
"2000","01",24,"DEN","NBA","SF",82,2255,12.5,0.511,0.368,0.239,5.9,14.9,10.4,11.2,2.1,1.2,13.5,14.9,2.1,1.7,3.8,0.08,-1,0.6,-0.4,0.9,"James Posey","poseyja01","2000-01"
"2001","02",25,"DEN","NBA","SF",73,2238,12.9,0.474,0.322,0.276,5.3,17.1,10.9,13.1,2.7,1.3,13.3,19.1,0.6,2.2,2.7,0.058,-1.5,0.7,-0.8,0.7,"James Posey","poseyja01","2001-02"
"2002","03",26,"TOT","NBA","SF",83,2518,13.5,0.519,0.305,0.327,4.1,15.4,9.8,12.7,2.3,0.4,14.3,18.1,2.3,3.1,5.4,0.104,-0.5,1,0.6,1.7,"James Posey","poseyja01","2002-03"
"2002","03",26,"DEN","NBA","SF",25,872,12.3,0.477,0.272,0.315,4.8,15,9.7,16.5,1.8,0.5,15.2,22.2,0,1,1,0.055,-0.5,0.6,0.1,0.5,"James Posey","poseyja01","2002-03"
"2002","03",26,"HOU","NBA","SF",58,1646,14.2,0.551,0.329,0.336,3.7,15.7,9.8,10.8,2.5,0.4,13.7,16,2.3,2.1,4.4,0.129,-0.5,1.3,0.8,1.2,"James Posey","poseyja01","2002-03"
"2003","04",27,"MEM","NBA","SG",82,2451,18.8,0.614,0.377,0.435,4.2,14.5,9.3,8.4,2.9,1.2,10.9,18.9,6.8,3.2,10,0.195,2.3,1.4,3.7,3.5,"James Posey","poseyja01","2003-04"
"2004","05",28,"MEM","NBA","SF",50,1382,10.5,0.5,0.5,0.312,3.9,15,9.5,10.3,1.9,1.3,14.6,16.2,0.4,1.9,2.3,0.079,-1.6,0.9,-0.7,0.5,"James Posey","poseyja01","2004-05"
